TransactionID,Amount,SenderCounty,ReceiverCounty,TimeOfDay,TransactionType,AccountAgeMonths,TransactionsLast24Hours,DeviceChangedRecently,NewLocationLogin,FailedPinAttempts,IsWeekend,Fraudulent
TXN002491,489186,Nyeri,Uasin Gishu,0,Paybill,38,1,Yes,Yes,3,No,Yes
TXN002494,23759,Nairobi,Meru,8,Send Money,103,23,No,Yes,8,Yes,Yes
TXN002497,319547,Kakamega,Nakuru,11,Withdraw,35,17,Yes,No,5,Yes,Yes
TXN002498,394205,Nakuru,Meru,8,Send Money,89,16,No,Yes,5,No,Yes
TXN002499,465759,Kisumu,Meru,8,Till,44,19,Yes,Yes,6,Yes,Yes
TXN002500,77193,Nyeri,Meru,4,Till,84,28,Yes,Yes,1,No,Yes
TXN002501,272986,Kisumu,Nairobi,7,Send Money,36,20,Yes,No,3,No,Yes
TXN002503,497399,Kiambu,Nyeri,23,Paybill,15,22,No,Yes,8,No,Yes
TXN002504,105676,Nyeri,Kiambu,3,Withdraw,1,17,Yes,No,8,No,Yes
TXN002505,83502,Machakos,Nyeri,12,Till,32,21,Yes,Yes,6,Yes,Yes
TXN002507,201349,Nyeri,Mombasa,14,Paybill,52,6,Yes,Yes,5,Yes,Yes
TXN002509,489506,Kisumu,Nakuru,20,Withdraw,54,30,Yes,Yes,2,No,Yes
TXN002510,62464,Kakamega,Meru,1,Send Money,58,20,Yes,Yes,2,Yes,Yes
TXN002512,234211,Kakamega,Machakos,10,Paybill,75,11,No,Yes,7,No,Yes
TXN002513,311135,Nyeri,Mombasa,11,Send Money,68,3,Yes,No,3,No,Yes
TXN002514,168034,Kisumu,Uasin Gishu,17,Paybill,64,20,Yes,No,5,No,Yes
TXN002517,387093,Mombasa,Nyeri,4,Send Money,12,18,Yes,Yes,8,No,Yes
TXN002518,340237,Mombasa,Nairobi,14,Paybill,106,16,Yes,No,6,Yes,Yes
TXN002519,115102,Nakuru,Kiambu,22,Withdraw,62,25,Yes,Yes,6,Yes,Yes
TXN002520,346789,Nairobi,Uasin Gishu,15,Till,39,20,No,Yes,3,No,Yes
TXN002521,241349,Machakos,Kakamega,0,Withdraw,66,20,No,Yes,3,No,Yes
TXN002522,231921,Machakos,Machakos,10,Send Money,31,24,Yes,Yes,3,Yes,Yes
TXN002524,323990,Nairobi,Kiambu,11,Paybill,78,22,Yes,No,4,No,Yes
TXN002529,13020,Nairobi,Mombasa,13,Paybill,118,25,Yes,No,6,No,Yes
TXN002532,293420,Machakos,Nyeri,11,Till,100,24,Yes,Yes,2,Yes,Yes
TXN002533,336922,Mombasa,Uasin Gishu,23,Till,21,27,Yes,Yes,2,No,Yes
TXN002534,36211,Nairobi,Kakamega,6,Till,71,12,No,Yes,6,No,Yes
TXN002536,285666,Uasin Gishu,Mombasa,14,Send Money,37,21,Yes,No,4,Yes,Yes
TXN002537,176562,Uasin Gishu,Meru,17,Send Money,2,6,Yes,Yes,8,Yes,Yes
TXN002538,338493,Kakamega,Uasin Gishu,22,Send Money,107,10,Yes,Yes,4,No,Yes
TXN002539,369795,Nairobi,Kisumu,18,Paybill,76,9,Yes,No,7,No,Yes
TXN002540,281075,Uasin Gishu,Machakos,23,Send Money,52,10,Yes,Yes,0,Yes,Yes
TXN002544,140907,Uasin Gishu,Nyeri,7,Withdraw,79,19,Yes,Yes,3,No,Yes
TXN002545,256019,Meru,Mombasa,10,Paybill,46,20,Yes,Yes,7,No,Yes
TXN002546,333321,Nairobi,Meru,5,Paybill,39,9,No,Yes,4,No,Yes
TXN002547,128664,Uasin Gishu,Machakos,13,Till,100,28,No,Yes,7,No,Yes
TXN002553,300290,Kiambu,Machakos,8,Withdraw,1,10,No,Yes,3,Yes,Yes
TXN002554,383417,Meru,Nakuru,4,Till,95,23,Yes,No,7,No,Yes
TXN002556,151838,Kakamega,Uasin Gishu,13,Send Money,2,19,No,No,3,No,Yes
TXN002559,280471,Nyeri,Kakamega,3,Send Money,53,6,Yes,Yes,7,Yes,Yes
TXN002561,336807,Nakuru,Mombasa,11,Till,71,21,Yes,Yes,6,Yes,Yes
TXN002562,94005,Nairobi,Kisumu,6,Send Money,91,24,Yes,Yes,6,Yes,Yes
TXN002564,50296,Kakamega,Nairobi,3,Till,38,26,Yes,Yes,6,No,Yes
TXN002565,39574,Uasin Gishu,Nakuru,6,Paybill,33,11,Yes,Yes,1,No,Yes
TXN002568,445871,Nakuru,Nakuru,18,Send Money,10,4,Yes,No,8,No,Yes
TXN002572,225178,Uasin Gishu,Kakamega,20,Withdraw,25,9,Yes,Yes,5,Yes,Yes
TXN002573,327783,Kisumu,Meru,15,Paybill,116,28,Yes,No,8,No,Yes
TXN002575,140302,Nyeri,Nairobi,19,Withdraw,63,25,No,Yes,5,Yes,Yes
TXN002578,294276,Nakuru,Kisumu,9,Paybill,75,23,No,Yes,8,No,Yes
TXN002580,82181,Machakos,Kiambu,6,Till,83,15,No,Yes,8,Yes,Yes
TXN002582,155257,Machakos,Nakuru,21,Send Money,73,16,Yes,Yes,6,Yes,Yes
TXN002585,427092,Meru,Nakuru,3,Paybill,62,18,Yes,Yes,6,No,Yes
TXN002586,64267,Kisumu,Machakos,20,Till,37,13,Yes,No,7,No,Yes
TXN002587,439575,Uasin Gishu,Nakuru,6,Send Money,19,24,Yes,No,4,No,Yes
TXN002588,241227,Meru,Kiambu,16,Send Money,18,24,No,Yes,3,No,Yes
TXN002590,352494,Meru,Mombasa,1,Send Money,4,14,Yes,Yes,5,Yes,Yes
TXN002592,383504,Kiambu,Kiambu,6,Withdraw,75,2,Yes,Yes,3,Yes,Yes
TXN002593,481158,Kiambu,Nairobi,18,Till,86,14,No,Yes,4,Yes,Yes
TXN002597,459415,Mombasa,Nakuru,8,Till,80,20,Yes,Yes,4,Yes,Yes
TXN002598,158575,Nakuru,Mombasa,13,Send Money,71,9,Yes,Yes,3,No,Yes
TXN002600,169880,Nakuru,Kisumu,22,Send Money,101,16,Yes,Yes,7,Yes,Yes
TXN002601,305692,Nairobi,Kisumu,16,Send Money,88,10,Yes,Yes,4,No,Yes
TXN002602,151741,Kisumu,Kakamega,22,Send Money,12,4,Yes,No,4,No,Yes
TXN002603,405118,Kakamega,Uasin Gishu,9,Withdraw,119,20,Yes,No,7,No,Yes
TXN002605,64073,Mombasa,Machakos,9,Send Money,101,19,No,Yes,3,Yes,Yes
TXN002607,347070,Machakos,Machakos,5,Till,24,13,Yes,No,8,No,Yes
TXN002610,265698,Mombasa,Meru,20,Till,73,20,Yes,Yes,0,No,Yes
TXN002611,226902,Nyeri,Kiambu,4,Paybill,58,12,No,Yes,5,No,Yes
TXN002614,450424,Uasin Gishu,Nyeri,20,Withdraw,84,30,No,Yes,3,Yes,Yes
TXN002617,100804,Kisumu,Nakuru,4,Paybill,65,24,Yes,Yes,5,Yes,Yes
TXN002620,237222,Mombasa,Nakuru,11,Send Money,78,26,Yes,Yes,5,Yes,Yes
TXN002621,433134,Kisumu,Kisumu,20,Paybill,110,25,No,Yes,5,No,Yes
TXN002623,274876,Kiambu,Mombasa,19,Till,31,1,Yes,Yes,1,Yes,Yes
TXN002624,477169,Meru,Machakos,4,Send Money,111,23,No,Yes,4,Yes,Yes
TXN002626,288724,Nakuru,Machakos,15,Send Money,5,6,Yes,Yes,0,No,Yes
TXN002627,353256,Meru,Kakamega,8,Paybill,30,15,Yes,Yes,1,Yes,Yes
TXN002628,431024,Machakos,Kakamega,11,Till,93,13,Yes,No,5,No,Yes
TXN002631,220449,Kakamega,Nairobi,2,Withdraw,59,8,Yes,No,4,No,Yes
TXN002632,166955,Nyeri,Mombasa,9,Send Money,19,15,No,Yes,3,No,Yes
TXN002637,179360,Machakos,Kakamega,9,Send Money,32,28,No,Yes,5,No,Yes
TXN002639,32259,Meru,Kiambu,11,Paybill,31,25,Yes,Yes,2,No,Yes
TXN002640,488118,Nyeri,Uasin Gishu,7,Send Money,29,28,Yes,No,8,Yes,Yes
TXN002641,146606,Meru,Meru,2,Withdraw,3,30,Yes,No,6,Yes,Yes
TXN002643,243325,Meru,Kisumu,12,Withdraw,70,30,Yes,Yes,5,Yes,Yes
TXN002644,316784,Machakos,Nairobi,6,Send Money,27,16,Yes,No,3,Yes,Yes
TXN002645,439928,Nairobi,Kisumu,4,Send Money,30,19,Yes,Yes,4,No,Yes
TXN002646,219195,Nakuru,Machakos,19,Paybill,13,22,Yes,Yes,3,Yes,Yes
TXN002647,256641,Nairobi,Kisumu,22,Till,78,16,Yes,Yes,0,Yes,Yes
TXN002648,225644,Kiambu,Kakamega,2,Till,13,13,Yes,Yes,5,No,Yes
TXN002651,197625,Mombasa,Meru,9,Till,38,15,No,Yes,7,Yes,Yes
TXN002652,102711,Uasin Gishu,Uasin Gishu,22,Withdraw,87,20,Yes,Yes,7,No,Yes
TXN002653,178298,Kisumu,Nairobi,18,Paybill,8,12,Yes,No,6,Yes,Yes
TXN002655,81775,Nyeri,Kakamega,0,Withdraw,17,8,Yes,Yes,6,No,Yes
TXN002656,329931,Kisumu,Kisumu,6,Withdraw,106,16,No,Yes,5,Yes,Yes
TXN002657,64592,Nyeri,Kiambu,20,Till,70,12,Yes,Yes,2,No,Yes
TXN002660,458121,Uasin Gishu,Machakos,19,Withdraw,32,23,Yes,Yes,2,No,Yes
TXN002661,199273,Mombasa,Kakamega,21,Paybill,79,7,Yes,No,8,No,Yes
TXN002663,49462,Kisumu,Uasin Gishu,12,Till,13,25,No,Yes,6,No,Yes
TXN002665,494488,Machakos,Uasin Gishu,19,Withdraw,45,8,Yes,No,5,No,Yes
TXN002667,371328,Kisumu,Machakos,0,Withdraw,48,27,Yes,Yes,4,No,Yes
TXN002669,454276,Kisumu,Meru,7,Till,54,25,Yes,No,6,No,Yes
TXN002670,368180,Kisumu,Mombasa,4,Send Money,3,20,No,Yes,4,No,Yes
TXN002672,288462,Meru,Kakamega,4,Till,110,23,Yes,No,5,No,Yes
TXN002673,60981,Nakuru,Nakuru,20,Paybill,111,17,No,Yes,7,Yes,Yes
TXN002674,49127,Kisumu,Nairobi,18,Till,38,15,Yes,Yes,3,No,Yes
TXN002676,330424,Mombasa,Mombasa,4,Paybill,29,22,Yes,No,3,Yes,Yes
TXN002677,14240,Kisumu,Uasin Gishu,8,Paybill,106,27,Yes,No,8,No,Yes
TXN002679,261546,Machakos,Kiambu,19,Till,93,24,Yes,Yes,6,Yes,Yes
TXN002680,467008,Uasin Gishu,Kiambu,18,Send Money,56,29,Yes,Yes,8,No,Yes
TXN002682,432519,Kiambu,Uasin Gishu,3,Withdraw,84,29,Yes,Yes,1,No,Yes
TXN002683,180919,Kiambu,Kiambu,20,Send Money,101,29,Yes,Yes,3,Yes,Yes
TXN002688,18972,Uasin Gishu,Meru,16,Paybill,12,30,Yes,Yes,7,Yes,Yes
TXN002692,99450,Kakamega,Kisumu,17,Till,33,12,Yes,No,6,No,Yes
TXN002693,129503,Uasin Gishu,Uasin Gishu,21,Paybill,47,8,Yes,Yes,4,Yes,Yes
TXN002696,107271,Uasin Gishu,Meru,17,Paybill,21,29,No,Yes,7,No,Yes
TXN002698,223642,Nyeri,Meru,15,Paybill,14,8,Yes,No,3,Yes,Yes
TXN002699,464569,Kakamega,Kakamega,15,Withdraw,93,27,Yes,No,3,Yes,Yes
TXN002700,482318,Kisumu,Machakos,4,Withdraw,96,25,Yes,Yes,8,No,Yes
TXN002704,490089,Meru,Uasin Gishu,11,Withdraw,16,22,No,Yes,6,No,Yes
TXN002707,357693,Kisumu,Mombasa,18,Send Money,92,12,Yes,No,3,Yes,Yes
TXN002709,220950,Mombasa,Machakos,1,Send Money,7,25,Yes,No,7,Yes,Yes
TXN002711,182842,Meru,Kakamega,17,Paybill,72,19,Yes,No,7,No,Yes
TXN002712,115737,Meru,Kisumu,3,Till,41,10,Yes,No,7,Yes,Yes
TXN002713,299132,Nyeri,Uasin Gishu,20,Withdraw,52,16,Yes,No,6,Yes,Yes
TXN002714,447301,Mombasa,Kakamega,22,Paybill,37,22,Yes,Yes,0,Yes,Yes
TXN002717,10950,Nairobi,Machakos,2,Send Money,70,13,Yes,Yes,4,No,Yes
TXN002719,382587,Nakuru,Uasin Gishu,19,Paybill,8,29,Yes,Yes,5,No,Yes
TXN002720,425679,Nyeri,Meru,18,Paybill,2,3,Yes,Yes,0,Yes,Yes
TXN002721,34635,Kisumu,Nyeri,20,Paybill,71,15,Yes,Yes,4,Yes,Yes
TXN002722,176170,Meru,Nairobi,19,Paybill,90,9,Yes,No,8,Yes,Yes
TXN002724,89385,Uasin Gishu,Nyeri,2,Till,69,30,Yes,Yes,2,Yes,Yes
TXN002726,38663,Nakuru,Nairobi,19,Withdraw,107,28,Yes,Yes,5,Yes,Yes
TXN002728,73414,Nairobi,Mombasa,12,Withdraw,86,14,Yes,No,6,No,Yes
TXN002729,223994,Kisumu,Nyeri,17,Paybill,62,23,Yes,No,7,No,Yes
TXN002732,298829,Uasin Gishu,Machakos,5,Paybill,90,23,Yes,No,6,Yes,Yes
TXN002733,288564,Machakos,Meru,17,Send Money,118,21,Yes,No,4,Yes,Yes
TXN002735,199374,Machakos,Nairobi,2,Till,38,1,Yes,No,8,Yes,Yes
TXN002736,65480,Nyeri,Meru,6,Send Money,99,15,Yes,No,5,No,Yes
TXN002739,137355,Machakos,Kakamega,1,Paybill,35,20,Yes,No,8,No,Yes
TXN002740,336936,Mombasa,Kisumu,10,Send Money,3,25,Yes,Yes,0,Yes,Yes
TXN002741,33503,Kisumu,Meru,0,Withdraw,83,17,No,Yes,7,No,Yes
TXN002744,10437,Kisumu,Kiambu,22,Withdraw,18,26,No,Yes,6,No,Yes
TXN002745,190618,Mombasa,Kiambu,9,Withdraw,31,16,No,Yes,5,No,Yes
TXN002749,294471,Kisumu,Uasin Gishu,15,Paybill,95,28,Yes,No,8,No,Yes
TXN002756,221147,Kisumu,Nairobi,9,Till,18,11,No,Yes,5,Yes,Yes
TXN002758,312853,Nakuru,Mombasa,23,Send Money,34,25,Yes,Yes,7,No,Yes
TXN002761,260049,Machakos,Mombasa,8,Withdraw,29,17,Yes,No,5,No,Yes
TXN002762,21534,Mombasa,Kakamega,21,Till,103,20,Yes,Yes,5,Yes,Yes
TXN002763,180415,Uasin Gishu,Kisumu,15,Paybill,107,12,No,Yes,7,Yes,Yes
TXN002765,442256,Uasin Gishu,Kisumu,13,Till,18,28,Yes,No,7,No,Yes
TXN002766,462980,Nyeri,Mombasa,16,Withdraw,13,6,No,Yes,8,No,Yes
TXN002767,205704,Meru,Uasin Gishu,7,Send Money,21,1,Yes,No,3,Yes,Yes
TXN002768,414289,Nairobi,Kiambu,10,Send Money,109,8,No,Yes,6,No,Yes
TXN002769,373488,Nakuru,Mombasa,5,Paybill,43,24,Yes,Yes,6,No,Yes
TXN002770,147058,Mombasa,Kiambu,20,Paybill,101,8,Yes,No,8,No,Yes
TXN002771,30031,Nairobi,Kisumu,17,Paybill,19,12,Yes,No,4,No,Yes
TXN002772,411843,Kakamega,Machakos,11,Withdraw,93,8,Yes,Yes,4,Yes,Yes
TXN002773,198543,Meru,Nairobi,23,Till,60,6,Yes,Yes,5,No,Yes
TXN002774,329675,Uasin Gishu,Meru,11,Paybill,34,7,Yes,Yes,4,Yes,Yes
TXN002775,479957,Mombasa,Mombasa,10,Send Money,102,3,Yes,Yes,7,No,Yes
TXN002778,430016,Uasin Gishu,Meru,2,Till,80,5,Yes,Yes,8,Yes,Yes
TXN002781,166666,Nyeri,Nakuru,17,Withdraw,7,1,Yes,Yes,2,No,Yes
TXN002782,291004,Kisumu,Meru,10,Withdraw,79,2,Yes,No,5,Yes,Yes
TXN002783,237337,Nairobi,Meru,23,Paybill,98,13,Yes,Yes,0,No,Yes
TXN002785,284058,Kakamega,Kisumu,2,Send Money,65,4,Yes,Yes,3,Yes,Yes
TXN002786,456887,Uasin Gishu,Nairobi,3,Till,97,11,Yes,Yes,3,No,Yes
TXN002787,83769,Machakos,Nakuru,5,Send Money,20,1,Yes,Yes,8,Yes,Yes
TXN002788,404248,Uasin Gishu,Nakuru,13,Send Money,71,24,Yes,Yes,6,Yes,Yes
TXN002789,124599,Meru,Nairobi,14,Till,69,19,Yes,No,3,No,Yes
TXN002791,134781,Kakamega,Mombasa,13,Paybill,90,23,Yes,Yes,7,Yes,Yes
TXN002797,108825,Kisumu,Kisumu,6,Till,59,4,Yes,No,4,Yes,Yes
TXN002801,278900,Nairobi,Kiambu,12,Till,95,14,Yes,No,4,No,Yes
TXN002804,391598,Uasin Gishu,Machakos,19,Paybill,19,25,Yes,Yes,7,Yes,Yes
TXN002805,146934,Meru,Mombasa,2,Withdraw,9,2,No,Yes,6,Yes,Yes
TXN002806,89356,Nyeri,Nakuru,0,Send Money,17,17,Yes,No,7,Yes,Yes
TXN002807,281316,Kakamega,Nyeri,19,Till,15,15,No,Yes,7,No,Yes
TXN002810,493135,Machakos,Uasin Gishu,7,Send Money,115,1,No,Yes,7,Yes,Yes
TXN002811,213925,Machakos,Kakamega,5,Withdraw,26,27,Yes,Yes,7,No,Yes
TXN002813,300969,Nairobi,Mombasa,6,Send Money,108,29,Yes,Yes,6,Yes,Yes
TXN002815,221085,Kiambu,Meru,1,Send Money,118,4,Yes,Yes,7,No,Yes
TXN002816,162826,Meru,Machakos,23,Till,89,20,Yes,Yes,7,Yes,Yes
TXN002817,194860,Nakuru,Meru,18,Send Money,67,25,No,Yes,5,No,Yes
TXN002819,424053,Kiambu,Kakamega,13,Paybill,35,3,Yes,No,8,Yes,Yes
TXN002820,474322,Mombasa,Nyeri,12,Paybill,120,4,Yes,Yes,6,Yes,Yes
TXN002822,49236,Kakamega,Meru,12,Till,41,13,Yes,Yes,3,Yes,Yes
TXN002824,294911,Nakuru,Machakos,20,Send Money,96,20,Yes,Yes,7,No,Yes
TXN002825,219483,Meru,Kakamega,6,Withdraw,52,17,Yes,Yes,3,Yes,Yes
TXN002826,237458,Kiambu,Nairobi,22,Paybill,4,16,Yes,Yes,7,Yes,Yes
TXN002827,160288,Meru,Nyeri,23,Paybill,17,21,Yes,Yes,4,Yes,Yes
TXN002829,49408,Kisumu,Kiambu,17,Till,115,18,Yes,No,4,No,Yes
TXN002830,81472,Machakos,Nairobi,22,Till,86,22,Yes,Yes,4,Yes,Yes
TXN002831,230326,Mombasa,Machakos,13,Till,53,12,Yes,Yes,8,No,Yes
TXN002832,4278,Machakos,Nakuru,19,Send Money,79,26,No,Yes,4,No,Yes
TXN002833,470469,Kiambu,Machakos,2,Send Money,25,15,Yes,No,4,Yes,Yes
TXN002835,167573,Nakuru,Kakamega,12,Withdraw,79,9,Yes,Yes,0,Yes,Yes
TXN002837,48950,Meru,Nairobi,19,Paybill,73,9,Yes,Yes,8,Yes,Yes
TXN002840,499314,Nyeri,Uasin Gishu,13,Till,31,9,Yes,No,5,Yes,Yes
TXN002843,302888,Nairobi,Nakuru,18,Withdraw,111,12,Yes,No,4,No,Yes
TXN002846,143688,Meru,Uasin Gishu,21,Withdraw,18,18,No,Yes,4,No,Yes
TXN002851,347226,Machakos,Meru,20,Withdraw,38,9,Yes,Yes,4,Yes,Yes
TXN002852,301769,Machakos,Uasin Gishu,13,Paybill,67,11,Yes,No,5,Yes,Yes
TXN002853,254053,Nyeri,Uasin Gishu,2,Withdraw,44,10,Yes,Yes,4,Yes,Yes
TXN002854,435963,Kiambu,Nairobi,4,Till,90,18,Yes,No,7,Yes,Yes
TXN002855,29251,Kisumu,Uasin Gishu,9,Send Money,111,22,Yes,No,7,No,Yes
TXN002856,329924,Nyeri,Nairobi,21,Withdraw,53,25,Yes,No,3,No,Yes
TXN002858,288026,Kiambu,Nyeri,11,Paybill,74,13,No,Yes,3,Yes,Yes
TXN002860,171779,Kiambu,Kiambu,21,Till,54,5,Yes,Yes,6,Yes,Yes
TXN002862,353559,Mombasa,Kakamega,22,Send Money,20,7,Yes,No,7,No,Yes
TXN002863,235189,Machakos,Kakamega,14,Withdraw,113,8,Yes,No,4,No,Yes
TXN002864,90782,Kakamega,Nyeri,10,Send Money,87,14,Yes,No,3,No,Yes
TXN002866,340870,Kakamega,Kakamega,8,Send Money,31,10,No,Yes,5,Yes,Yes
TXN002868,139058,Machakos,Mombasa,9,Withdraw,112,5,Yes,No,6,No,Yes
TXN002869,183934,Nakuru,Nakuru,1,Send Money,26,10,Yes,Yes,5,No,Yes
TXN002873,15203,Kiambu,Meru,21,Till,110,19,Yes,Yes,0,Yes,Yes
TXN002874,432310,Mombasa,Nyeri,3,Till,54,3,Yes,No,5,Yes,Yes
TXN002876,246666,Nairobi,Kiambu,23,Withdraw,58,14,Yes,No,8,No,Yes
TXN002879,376661,Meru,Kisumu,15,Withdraw,22,23,Yes,Yes,0,Yes,Yes
TXN002880,476244,Nakuru,Meru,17,Withdraw,37,28,Yes,No,4,No,Yes
TXN002883,132868,Kiambu,Kiambu,4,Send Money,59,24,No,Yes,4,No,Yes
TXN002885,338289,Uasin Gishu,Kiambu,15,Withdraw,29,27,No,Yes,8,No,Yes
TXN002886,158618,Nyeri,Nakuru,0,Paybill,13,7,Yes,Yes,5,Yes,Yes
TXN002887,186351,Nyeri,Mombasa,11,Paybill,66,12,Yes,No,6,No,Yes
TXN002890,423491,Meru,Kisumu,6,Paybill,67,27,Yes,No,7,No,Yes
TXN002891,494172,Nyeri,Nairobi,23,Send Money,110,4,Yes,No,8,Yes,Yes
TXN002894,270063,Mombasa,Kiambu,23,Withdraw,41,5,No,Yes,4,Yes,Yes
TXN002896,117205,Kakamega,Kakamega,17,Send Money,5,7,Yes,No,4,Yes,Yes
TXN002897,352224,Machakos,Machakos,14,Withdraw,92,4,Yes,No,5,No,Yes
TXN002898,388768,Kiambu,Mombasa,17,Paybill,108,23,No,Yes,4,No,Yes
TXN002899,313383,Kisumu,Nairobi,13,Till,76,4,Yes,No,4,No,Yes
TXN002900,358891,Uasin Gishu,Uasin Gishu,22,Send Money,11,30,Yes,Yes,6,Yes,Yes
TXN002901,9104,Mombasa,Uasin Gishu,17,Paybill,8,29,Yes,Yes,4,Yes,Yes
TXN002902,218889,Machakos,Uasin Gishu,5,Withdraw,106,17,Yes,Yes,1,No,Yes
TXN002904,391040,Kakamega,Kisumu,4,Withdraw,1,1,No,Yes,2,No,Yes
TXN002906,322846,Mombasa,Kisumu,19,Till,64,24,Yes,No,3,No,Yes
TXN002907,46382,Kisumu,Nyeri,12,Send Money,38,11,Yes,Yes,5,Yes,Yes
TXN002913,218515,Nakuru,Nyeri,12,Send Money,83,5,Yes,Yes,1,Yes,Yes
TXN002916,308919,Machakos,Nakuru,9,Withdraw,92,25,Yes,No,7,Yes,Yes
TXN002920,375914,Kisumu,Nakuru,11,Paybill,69,29,Yes,Yes,8,Yes,Yes
TXN002925,144981,Kisumu,Uasin Gishu,14,Till,12,22,Yes,No,8,No,Yes
TXN002926,398830,Machakos,Nakuru,8,Withdraw,16,27,Yes,No,6,No,Yes
TXN002927,186482,Mombasa,Meru,12,Withdraw,101,11,Yes,No,6,No,Yes
TXN002928,277601,Machakos,Nyeri,5,Send Money,77,14,Yes,Yes,0,Yes,Yes
TXN002929,437867,Meru,Kakamega,20,Paybill,15,13,Yes,Yes,1,No,Yes
TXN002930,90516,Nyeri,Nakuru,9,Paybill,119,9,Yes,Yes,8,No,Yes
TXN002931,251497,Mombasa,Nyeri,1,Till,49,14,Yes,No,6,Yes,Yes
TXN002935,448731,Nairobi,Machakos,23,Paybill,35,30,No,Yes,7,Yes,Yes
TXN002938,292121,Machakos,Nyeri,4,Send Money,32,28,Yes,No,7,No,Yes
TXN002939,479346,Meru,Machakos,12,Withdraw,21,13,Yes,No,4,Yes,Yes
TXN002941,435280,Machakos,Machakos,2,Paybill,44,3,Yes,Yes,7,No,Yes
TXN002943,352468,Nyeri,Machakos,21,Withdraw,13,14,No,Yes,8,Yes,Yes
TXN002945,189656,Uasin Gishu,Nyeri,15,Withdraw,42,10,No,Yes,4,Yes,Yes
TXN002948,244693,Kiambu,Kakamega,14,Paybill,16,2,Yes,Yes,1,No,Yes
TXN002953,436710,Kisumu,Nyeri,8,Send Money,63,12,Yes,No,6,Yes,Yes
TXN002954,407261,Kakamega,Nairobi,9,Send Money,25,14,Yes,Yes,3,No,Yes
TXN002959,492942,Meru,Kisumu,16,Till,50,15,No,Yes,7,No,Yes
TXN002961,233447,Kakamega,Nakuru,11,Till,52,22,Yes,No,3,No,Yes
TXN002962,368745,Kakamega,Kisumu,4,Paybill,68,20,No,Yes,7,Yes,Yes
TXN002963,141655,Nakuru,Meru,0,Send Money,100,3,Yes,Yes,5,Yes,Yes
TXN002965,212485,Kakamega,Mombasa,22,Till,109,22,Yes,No,7,No,Yes
TXN002966,272763,Machakos,Uasin Gishu,11,Paybill,3,7,Yes,Yes,7,Yes,Yes
TXN002968,371005,Uasin Gishu,Meru,3,Send Money,100,26,Yes,Yes,8,No,Yes
TXN002969,424853,Kiambu,Kisumu,10,Paybill,17,22,Yes,Yes,2,Yes,Yes
TXN002970,422156,Machakos,Meru,9,Withdraw,49,3,Yes,No,8,Yes,Yes
TXN002973,44786,Machakos,Kisumu,1,Paybill,28,13,No,Yes,8,Yes,Yes
TXN002974,289780,Nyeri,Kiambu,3,Till,106,21,Yes,Yes,7,No,Yes
TXN002977,477895,Uasin Gishu,Kiambu,14,Withdraw,50,1,Yes,Yes,8,No,Yes
TXN002978,24277,Mombasa,Nyeri,7,Withdraw,94,19,Yes,No,7,No,Yes
TXN002979,197820,Kakamega,Mombasa,20,Withdraw,19,24,No,Yes,7,No,Yes
TXN002980,97327,Nyeri,Nairobi,21,Till,13,16,Yes,Yes,4,No,Yes
TXN002981,54040,Uasin Gishu,Kiambu,20,Till,65,13,Yes,Yes,3,Yes,Yes
TXN002983,19451,Meru,Nairobi,18,Withdraw,42,23,Yes,Yes,6,No,Yes
TXN002984,338306,Meru,Kakamega,21,Send Money,2,8,No,Yes,5,Yes,Yes
TXN002986,243606,Nakuru,Mombasa,19,Paybill,2,15,No,Yes,1,No,Yes
TXN002988,222056,Nyeri,Nairobi,4,Paybill,74,24,Yes,No,5,No,Yes
TXN002989,104376,Nairobi,Uasin Gishu,11,Withdraw,99,12,Yes,No,3,Yes,Yes
TXN002990,125518,Machakos,Kiambu,12,Paybill,114,26,No,Yes,7,No,Yes
TXN002992,78977,Machakos,Nyeri,20,Withdraw,117,18,Yes,Yes,1,No,Yes
TXN002993,296934,Kakamega,Kakamega,2,Withdraw,75,1,Yes,No,7,Yes,Yes
TXN002994,366663,Nairobi,Meru,9,Send Money,4,7,Yes,No,6,No,Yes
TXN002995,67981,Uasin Gishu,Kiambu,17,Paybill,33,30,No,Yes,5,Yes,Yes
TXN002996,398910,Uasin Gishu,Nyeri,8,Send Money,82,21,No,Yes,3,No,Yes
TXN003000,158487,Mombasa,Nyeri,2,Till,70,9,Yes,No,7,Yes,Yes
TXN003005,140749,Uasin Gishu,Nyeri,11,Withdraw,88,1,Yes,Yes,8,No,Yes
TXN003006,6030,Nakuru,Nyeri,4,Withdraw,108,14,No,Yes,6,Yes,Yes
TXN003007,409931,Kakamega,Meru,11,Withdraw,71,16,Yes,No,7,No,Yes
TXN003011,150740,Kisumu,Nakuru,19,Paybill,26,6,Yes,Yes,3,Yes,Yes
TXN003020,217475,Kisumu,Nyeri,15,Paybill,119,7,Yes,No,8,No,Yes
TXN003025,383106,Kiambu,Machakos,8,Send Money,91,21,Yes,Yes,7,No,Yes
TXN003027,458511,Uasin Gishu,Meru,14,Till,60,11,Yes,Yes,5,Yes,Yes
TXN003028,144635,Kakamega,Nyeri,10,Till,22,27,Yes,Yes,6,Yes,Yes
TXN003029,385372,Nyeri,Kakamega,4,Paybill,70,30,Yes,Yes,0,No,Yes
